O1_NUMORD,O1_NUMMOD,O1_FECORD,O1_DESCRP,O1_NUMPIE,O1_CANORD,O1_NOMTEL,O1_NUMCLI,O1_FECINI,O1_FECFIN,O1_INDINI,O1_INDFIN,O1_CLAAUT,O1_CLAGRA,O1_CLACOR,O1_CANCOR,O1_CLAMAQ,O1_PERMAQ,O1_TALLER,O1_FECMAQ,O1_CLAARM,O1_CANARM,O1_CANINC,O1_CLATER,O1_CANTER,O1_CLAEMB,O1_CLADET,O1_CONDET,O1_CLACAN,O1_CONCAN,O1_CLACOM,O1_LINRAP,O1_COSTOO
718,2924,01/10/2010,VESTIDO CORTO CON CINTO,1,1832,POPELINA ST LISA,101,20/11/2010,30/11/2010,20101120,20101130,S,S,S,1832,S,VARIOS,,08/10/2010,S,1821.0,,S,1821.0,N,N,,N,,N,N,137.98
719,2740,01/10/2010,BLUSON MANGA CORTA,1,757,GAUZE CUADRO PLAID,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,757,S,TALLER,,21/10/2010,S,757.0,,S,757.0,N,N,,N,,N,N,109.14
720,2719,01/10/2010,BLUSON CON TIRANTES,1,1370,BOAL DOBLE CUADRO,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,1370,S,VARIOSA,,29/12/2010,S,1358.0,,S,1358.0,N,N,,N,,N,N,86.59
721,6600,01/10/2010,BLUSON STRAPLE,1,1005,BOAL DOBLE CUADRO,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,1005,S,ISRAEL V,,11/10/2010,S,1005.0,,S,1004.0,N,N,,N,,N,N,85.02
709,7236,01/10/2010,BLUSON MANGA CORTA,1,360,CAMBRAY,640,30/10/2010,10/11/2010,20101030,20101110,S,S,S,360,S,CAPILLA,,18/10/2010,S,356.0,3.0,S,356.0,N,N,,N,,N,N,81.75
722,5913,05/10/2010,BLUSA MANGA CORTA,1,230,POPELINA CUADRO,104,17/10/2010,27/10/2010,20101017,20101027,S,S,S,230,S,GUASTAVO H,,14/10/2010,S,228.0,,S,228.0,N,N,,N,,N,N,98.94
723,2798,05/10/2010,VESTIDO MANGA CORTA,1,290,PUNTO DE ROMA,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,290,S,ALEJANDRO,,19/10/2010,S,290.0,,S,290.0,N,N,,N,,N,N,96.71
724,2805,05/10/2010,VESTIDO SIN MANGAS,1,270,ELASTANO LISO,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,270,S,ALEJANDRO,,25/10/2010,S,268.0,1.0,S,269.0,N,N,,N,,N,N,85.29
725,2891,05/10/2010,VESTIDO MANGA CORTA,1,380,FLY FLEX,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,380,S,EDUARDO,,13/10/2010,S,380.0,,S,380.0,N,N,,N,,N,N,158.08
726,6777,05/10/2010,BLUSA SIN MANGAS,1,260,DULL SATEEN SAT-1817,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,260,S,ALEJANDRO,,15/10/2010,S,260.0,,S,260.0,N,N,,N,,N,N,93.77
727,6956,05/10/2010,BLUSA SIN MANGAS,1,390,POPELINA HILO TEÑIDA,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,390,S,ALEJANDRO F,,14/10/2010,S,390.0,,S,391.0,N,N,,N,,N,N,77.83
728,6956,05/10/2010,BLUSA SIN MANGAS,1,220,POPELINA HILO TEÑIDA,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,235,S,ALEJANDRO F,,14/10/2010,S,234.0,1.0,S,232.0,N,N,,N,,N,N,78.73
729,2769,05/10/2010,VESTIDO CORTO C/TIRANTES,1,265,CAMBRAY,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,265,S,VERONICA,,15/10/2010,S,265.0,,S,265.0,N,N,,N,,N,N,128.89
730,15916,05/10/2010,PANTALON,1,136,PUNTO DE ROMA,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,140,S,ROSARIO,,19/10/2010,S,139.0,,S,138.0,N,N,,N,,N,N,91.69
731,15873,05/10/2010,PANTALON,1,355,MEZ REBEL YELL,113,26/10/2010,06/11/2010,20101026,20101106,S,S,S,372,S,ALBERTO,,15/10/2010,S,372.0,,S,371.0,N,N,,N,,N,N,128.02
736,7007,13/10/2010,BLUSA MANGA 3/4,1,1300,POPELINA CUADRO PLAID,296,15/10/2010,25/10/2010,20101015,20101025,S,S,S,1348,S,CAPILLA,,14/10/2010,S,1348.0,,S,1348.0,N,N,,N,,N,N,112.36
737,2824,13/10/2010,VESTIDO MANGA CORTA,1,400,POPELINA ST LISA,296,15/10/2010,25/10/2010,20101015,20101025,S,S,S,400,S,VARIOS,,15/10/2010,S,396.0,,S,396.0,N,N,,N,,N,N,142.58
738,15978,13/10/2010,LEGGINS,1,100,POLY SPAND KITTEN,296,15/10/2010,25/10/2010,20101015,20101025,S,S,S,135,S,TALLER,,26/10/2010,S,135.0,,S,133.0,N,N,,N,,N,N,101.43
739,15970,13/10/2010,LEGGINS,1,300,ENCAJE LACE,296,15/10/2010,25/10/2010,20101015,20101025,S,S,S,300,S,TALLER,,29/10/2010,S,300.0,,S,300.0,N,N,,N,,N,N,48.88
740,6405,13/10/2010,BLUSON MANGA 3/4,1,140,BOAL DOBLE CUADRO,104,04/11/2010,14/11/2010,20101104,20101114,S,S,S,140,S,ANA SILVIA,,19/10/2010,S,140.0,,S,140.0,N,N,,N,,N,N,94.45
732,7169,13/10/2010,SACO,1,474,GAB CAPRICHO,103,30/10/2010,10/11/2010,20101030,20101110,S,S,S,474,S,ALBERTO L,,22/10/2010,S,471.0,3.0,S,471.0,N,N,,N,,N,N,171.37
733,7164,13/10/2010,CHAMARRA,1,474,FRECH TERRY,103,30/10/2010,10/11/2010,20101030,20101110,S,S,S,474,S,ALEJANDRO F,,20/10/2010,S,474.0,,S,473.0,N,N,,N,,N,N,104.08
734,7170,13/10/2010,SACO,1,429,PANA 21 BORDONES,103,30/10/2010,10/11/2010,20101030,20101110,S,S,S,435,S,ISRAEL,,22/10/2010,S,434.0,,S,434.0,N,N,,N,,N,N,140.65
735,7170,13/10/2010,SACO,1,429,PANA 21 BORDONES,103,30/10/2010,10/11/2010,20101030,20101110,S,S,S,426,S,ISRAEL,,22/10/2010,S,422.0,,S,419.0,N,N,,N,,N,N,139.60
741,2816,25/10/2010,VESTIDO MANGA CORTA,1,726,POPELINA ST. LISA PRELAVA,114,01/11/2010,11/11/2010,20101101,20101111,S,S,S,726,S,VARIOS,,27/10/2010,S,723.0,,S,730.0,N,N,,N,,N,N,151.73
742,15697,25/10/2010,LEGGINS,1,726,POLY SPAN #905289,114,01/11/2010,11/11/2010,20101101,20101111,S,S,S,717,S,TALLER,,02/11/2010,S,717.0,,S,712.0,N,N,,N,,N,N,49.57
1,7447,26/10/2010,BLUSA MANGA CORTA,1,2650,POPELINA HILO POP-831,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,2880,S,VARIOS,,24/11/2010,S,2879.0,,S,2829.0,N,N,,N,,N,N,85.59
2,7447,26/10/2010,BLUSA MANGA CORTA,1,2094,POPELINA HILO TEÑIDA,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,2096,S,CAPILLA,,17/12/2010,S,2086.0,,S,2118.0,N,N,,N,,N,N,85.77
3,7278,26/10/2010,VESTIDO CORTO,1,4942,POPELINA ST PRELAVADA,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,4961,S,VARIOS,,10/12/2010,S,4916.0,1.0,S,4916.0,N,N,,N,,N,N,126.43
4,7228,26/10/2010,VESTIDO CORTO,1,4532,POPELINA CUADRO,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,4532,S,VARIOS,,21/12/2010,S,4505.0,3.0,S,4505.0,N,N,,N,,N,N,108.72
5,2902,26/10/2010,VESTIDO CON TIRANTES,1,429,RAYON ESTAMPADO,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,448,S,ALEJANDRO,,01/11/2010,S,446.0,,S,446.0,N,N,,N,,N,N,106.96
6,2902,26/10/2010,VESTIDO CON TIRANTES,1,2957,RAYON ESTAMPADO,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,2738,S,VARIOS,,17/01/2011,S,2738.0,,S,2735.0,N,N,,N,,N,N,106.36
7,2961,26/10/2010,VESTIDO CON TIRANTES,1,4532,BOAL  ESTAMPADO  23893,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,4532,S,VARIOS,,26/11/2010,S,4526.0,3.0,S,4526.0,N,N,,N,,N,N,99.56
8,7274,26/10/2010,BLUSA MANGA 3/4 C/CINTO,1,3386,RAYON NYLON 905217,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,3406,S,VARIOS,,10/12/2010,S,3426.0,,S,3426.0,N,N,,N,,N,N,110.38
9,2915,26/10/2010,VESTIDO CORTO,1,4532,POPELINA RIGIDA CUADRO,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,4532,S,VARIOS,,17/12/2010,S,4520.0,1.0,S,4520.0,N,N,,N,,N,N,121.14
10,16061,26/10/2010,SHORT FALDA,1,1690,RAYON ESTAMPADO,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,1690,S,VARIOS,,14/12/2010,S,1682.0,,S,1681.0,N,N,,N,,N,N,69.94
11,16002,26/10/2010,SHORT,1,1874,POPELINA ST PRELAVADA,296,05/12/2010,15/12/2010,20101205,20101215,S,S,S,1876,S,VARIOS,,02/11/2010,S,1876.0,,S,1876.0,N,N,,N,,N,N,79.76
743,7003,28/10/2010,ABRIGO MANGA LARGA,1,154,WOOL #226,115,27/10/2010,07/11/2010,20101027,20101107,S,S,S,154,S,ALEJANDRO,,02/11/2010,S,154.0,,S,154.0,N,N,,N,,N,N,165.22
744,6626,28/10/2010,BLUSA MANGA CORTA,1,1582,POPELINA CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,1593,S,ISRAEL,,10/12/2010,S,1593.0,,S,1593.0,N,N,,N,,N,N,76.04
745,6178,28/10/2010,BLUSON MANGA 3/4,1,1043,POPELINA CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,1044,S,TAURINO,,05/11/2010,S,1044.0,,S,1044.0,N,N,,N,,N,N,110.11
746,2924,28/10/2010,VESTIDO CORTO CON CINTO,1,219,POPELINA ST LISA,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,219,S,GUSTAVO H,,08/11/2010,S,216.0,,S,216.0,N,N,,N,,N,N,141.22
747,2740,28/10/2010,BLUSON MANGA CORTA,1,435,GAUZE CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,436,S,VARIOS,,05/11/2010,S,436.0,,S,436.0,N,N,,N,,N,N,116.88
748,6600,28/10/2010,BLUSON STRAPLE,1,1043,BOAL DOBLE CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,1046,S,ISRAEL,,11/11/2010,S,1039.0,,S,1034.0,N,N,,N,,N,N,85.00
749,2719,28/10/2010,BLUSON CON TIRANTES,1,1418,BOAL DOBLE CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,1420,S,VARIOS,,29/12/2010,S,1415.0,,S,1415.0,N,N,FALTA DE TELA,N,,N,N,87.13
750,6638,28/10/2010,BLUSA MANGA CORTA,1,948,BOAL CUADRO,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,948,S,JOSE LUIS,,05/11/2010,S,943.0,,S,943.0,N,N,,N,,N,N,86.07
751,6516,28/10/2010,BLUSA MANGA CORTA,1,868,BOAL DOBLE CUADRO,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,868,S,ISRAEL,,10/12/2010,S,868.0,,S,869.0,N,N,FALTA DETELA,N,,N,N,104.43
752,2746,28/10/2010,BLUSON MNGA CORTA,1,168,POPELINA CUADRORO,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,168,S,ARMINDA,,05/11/2010,S,168.0,,S,168.0,N,N,,N,,N,N,97.95
753,6182,28/10/2010,BLUSA MANGA CORTA,1,353,CUADRO SOHO #9,101,18/12/2010,28/12/2010,20101218,20101228,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,
754,6053,28/10/2010,BLUSA MANGA CORTA,1,240,POPELINA ST LISA,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,233,S,ALEJANDRO,,05/11/2010,S,233.0,,S,233.0,N,N,,N,,N,N,99.71
755,5091,28/10/2010,BLUSON MANGA CORTA C/CINT,1,1037,BAOL CAUDRO,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,1082,S,ISRAEL,,09/11/2010,S,1082.0,,S,1080.0,N,N,,N,,N,N,107.14
756,2824,28/10/2010,VESTIDO MANGA CORTA,1,275,POPELINA ST LISA PRELAVA,296,24/10/2010,04/11/2010,20101024,20101104,S,S,S,276,S,EDUARDO /VERONICA,,02/11/2010,S,276.0,,S,276.0,N,N,,N,,N,N,142.31
757,15978,28/10/2010,LEGGINS,1,261,POLY SPAND KITTED,296,24/10/2010,04/11/2010,20101024,20101104,S,S,S,276,S,TALLER,,03/11/2010,S,274.0,2.0,S,274.0,N,N,,N,,N,N,100.69
758,15970,28/10/2010,LEGGINS,1,110,ENCAJE LACE #372,296,24/10/2010,04/11/2010,20101024,20101104,S,S,S,66,S,TALLER,,02/11/2010,S,66.0,,S,66.0,N,N,,N,,N,N,45.92
759,2794,28/10/2010,VESTIDO MANGA CORTA,1,100,PUNTO DE ROMA,113,24/10/2010,04/11/2010,20101024,20101104,S,S,S,100,S,AURORA,,02/11/2010,S,100.0,,S,100.0,N,N,,N,,N,N,85.61
760,6053,28/10/2010,BLUSA MANGA CORTA,1,71,POPELINA ST LISA,101,18/12/2010,28/12/2010,20101218,20101228,S,S,S,78,S,VERONICA,,09/11/2010,S,78.0,,S,71.0,N,N,,N,,N,N,101.27
761,2824,03/11/2010,VESTIDO MANGA CORTA,1,700,POPELINA ST LISA PRELAVAD,296,05/11/2010,15/11/2010,20101105,20101115,S,S,S,700,S,TAURINO / JOSE L,,08/11/2010,S,697.0,,S,698.0,N,N,,N,,N,N,142.31
762,6938,04/11/2010,BLUSON MANGA 3/4,1,162,BOAL SLUB,104,18/11/2010,28/11/2010,20101118,20101128,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPOS,N,N,
763,15697,04/11/2010,LEGGINS,1,744,SPAN-CHAR,104,18/11/2010,28/11/2010,20101118,20101128,S,S,S,745,S,TALLER,,19/11/2010,S,745.0,,S,745.0,N,N,,N,,N,N,55.27
764,6516,05/11/2010,BLUSON MANGA CORTA C/CINT,1,1259,BOAL DOBLE CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,1266,S,VARIOS,,05/01/2011,S,1266.0,,S,1266.0,N,N,FALTA DE TELA,N,,N,N,104.43
765,2746,05/11/2010,BLUSON MANGA CORTA,1,1275,POPELINA   CUADRO,101,16/01/2011,26/01/2011,20110116,20110126,S,S,S,1276,S,ALEJANDRO F,,21/01/2011,S,1271.0,5.0,S,1274.0,N,N,,N,,N,N,97.69
766,6516,05/11/2010,BLUSON MANGA CORTA C/CINT,1,788,BOAL DOBLE CUADRO,101,13/02/2011,23/02/2011,20110213,20110223,S,S,S,783,S,CAPILLA,,25/01/2011,S,783.0,,S,783.0,N,N,,N,,N,N,108.82
767,2746,05/11/2010,BLUSON MANGA CORTA,1,854,POPELINA   CUADRO,101,13/02/2011,23/02/2011,20110213,20110223,S,S,S,856,S,ALEJANDRO,,09/11/2010,S,856.0,,S,848.0,N,N,,N,,N,N,95.85
768,3077,08/11/2010,VESTIDO CORTO MANGA CORTA,1,429,ALGODON CUADRO,103,28/11/2010,08/12/2010,20101128,20101208,S,S,S,429,S,TALLER,,16/11/2010,S,428.0,1.0,S,436.0,N,N,,N,,N,N,122.02
769,3077,08/11/2010,VESTIDO CORTO MANGA CORTA,1,429,ALGODON CUADRO,103,28/11/2010,08/12/2010,20101128,20101208,S,S,S,429,S,TALLER,,16/11/2010,S,421.0,2.0,S,413.0,N,N,,N,,N,N,121.63
12,7464,10/11/2010,BLUSON MANGA CORTA,1,671,BOAL ESTAMPADO  #24047,114,20/12/2010,30/12/2010,20101220,20101230,S,S,S,671,S,VARIOS,,20/01/2011,S,681.0,,S,685.0,N,N,POR TELA,N,,N,N,103.85
13,7463,10/11/2010,BLUSON MANGA CORTA,1,822,BOAL CUADRO,114,03/12/2010,13/12/2010,20101203,20101213,S,S,S,784,S,VARIOS,,17/11/2010,S,802.0,,S,802.0,N,N,,N,,N,N,101.65
14,7462,10/11/2010,BLUSA MANGA CORTA,1,520,GAUZE CUADRO,114,03/12/2010,13/12/2010,20101203,20101213,S,S,S,520,S,ALBERTO,,18/11/2010,S,520.0,,S,520.0,N,N,,N,,N,N,104.86
15,7451,10/11/2010,BLUSON SIN MANGAS,1,654,POEPLINA HILO POP-831,114,03/12/2010,13/12/2010,20101203,20101213,S,S,S,654,S,JAVIER,,18/11/2010,S,653.0,,S,654.0,N,N,,N,,N,N,82.57
770,6615,09/11/2010,BLUSON MANGA CORTA,1,185,CAMBRAY,640,26/11/2010,06/12/2010,20101126,20101206,S,S,S,185,S,EDUARDO,,16/11/2010,S,182.0,,S,182.0,N,N,,N,,N,N,97.17
771,6638,09/11/2010,BLUSA  MANGA CORTA,1,495,POPELINA CUADRO,640,26/11/2010,06/12/2010,20101126,20101206,S,S,S,495,S,CAPILLA,,19/11/2010,S,495.0,,S,495.0,N,N,,N,,N,N,79.25
16,2859,11/11/2010,BLUSON MANGA 3/4,1,3083,POP CUADRO  PLAID #179,101,01/02/2011,11/02/2011,20110201,20110211,S,S,S,3083,S,ISRAEL V,,26/01/2011,S,3083.0,,S,3083.0,N,N,,N,,N,N,111.32
17,7119,11/11/2010,BLUSON MANGA 3/4,1,3083,MEZCLILLA ARK 6 OZ RING,101,01/02/2011,11/02/2011,20110201,20110211,S,S,S,3081,S,VARIOS,,17/11/2010,S,3081.0,,S,3081.0,N,N,,N,,N,N,118.28
18,2859,11/11/2010,BLUSON MANGA 3/4,1,698,POP CUADRO PLAID #179NG,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,698,S,ISRAEL,,17/02/2011,S,684.0,,S,684.0,N,N,,N,,N,N,116.04
19,7119,11/11/2010,BLUSON MANGA 3/4,1,698,MEZCLILLA ARK 6 OZ RING,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,701,S,VARIOS,,17/11/2010,S,697.0,,S,697.0,N,N,,N,,N,N,119.00
20,2859,11/11/2010,BLUSON MANGA 3/4,1,288,POP CUADRO PLAID #179,101,28/03/2011,08/04/2011,20110328,20110408,S,S,S,288,S,ISRAEL,,17/02/2011,S,288.0,,S,288.0,N,N,,N,,N,N,122.92
21,7119,11/11/2010,BLUSON MANGA 3/4,1,288,MEZCLILLA ARK 6 OZ RING,101,28/03/2011,08/04/2011,20110328,20110408,S,S,S,251,S,ANA SILVIA/G.HDEZ,,04/02/2011,S,251.0,,S,251.0,N,N,,N,,N,N,133.40
22,16031,11/11/2010,CAPRI C/JARETA,1,656,POPELINA ST,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,658,S,VARIOS,,30/12/2010,S,628.0,4.0,S,628.0,N,N,,N,,N,N,111.30
23,16031,11/11/2010,CAPRI C/JARETA,1,3323,POPELINA ST,101,01/02/2011,11/02/2011,20110201,20110211,S,S,S,3331,S,VARIOS,,27/12/2010,S,3326.0,4.0,S,3322.0,N,N,,N,,N,N,111.06
24,16031,11/11/2010,CAPRI C/JARETA,1,233,POPELINA ST,101,28/03/2011,08/04/2011,20110328,20110408,S,S,S,233,S,ARMINDA,,29/12/2010,S,233.0,,S,233.0,N,N,,N,,N,N,113.16
25,2983,11/11/2010,VESTIDO MANGA CORTA,1,384,POPELINA ST,101,28/03/2011,08/04/2011,20110328,20110408,S,S,S,384,S,JAVIER E,,25/11/2010,S,384.0,,S,378.0,N,N,,N,,N,N,135.33
26,2983,11/11/2010,VESTIDO MANGA CORTA,1,2425,POPELINA ST,101,28/01/2011,08/02/2011,20110128,20110208,S,S,S,2435,S,VARIOS,,24/11/2010,S,2408.0,,S,2408.0,N,N,,N,,N,N,132.36
772,7444,12/11/2010,BLUSA MANGA CORTA,1,495,POPELINA CUADRO PLAID#119,640,26/11/2010,06/12/2010,20101126,20101206,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
773,7441,12/11/2010,BLUSON MANGA CORTA C/CINT,1,360,BOAL DOBLE CUADRO,640,26/11/2010,06/12/2010,20101126,20101206,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
774,7431,12/11/2010,BLUSON SIN MANGAS C/CINTO,1,360,BOAL DOBLE CUADRO#66649,640,26/11/2010,06/12/2010,20101126,20101206,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
775,7429,12/11/2010,BLUSA MANGA CORTA C/CINTO,1,495,POPELINA CUADRO PLAID#100,640,26/11/2010,06/12/2010,20101126,20101206,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
776,2882,12/11/2010,VESTIDO MANGA 3/4 C/CINTO,1,360,MEZ ZABRA ZARGA BLUE,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
777,6811,12/11/2010,BLUSA SIN MANGAS,1,360,ELASTANO LISO TELA LENTEJ,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
778,7044,12/11/2010,BLUSA MANGA 3/4,1,506,POPELINA HILO TEÑIDA,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
779,6626,12/11/2010,BLUSON MANGA CORTA,1,360,POPELINA CUADRO #6627,640,26/11/2010,06/12/2010,20101126,20101206,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
780,6882,12/11/2010,BLUSON MANGA CORTA,1,759,TELA SATINADA,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
781,3011,12/11/2010,VESTIDO MANGA 3/4 C/CINTO,1,253,POPELINA ST MILITAR,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
782,3011,12/11/2010,VESTIDO MANGA 3/4 C/CINTO,1,253,POPELINA ST MORADO,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
783,2885,12/11/2010,VESTIDO MANGA 3/4,1,72,MEZCLILLA BLACK BERRY,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
784,16016,12/11/2010,SHORT,1,495,CANVAS,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
785,16014,12/11/2010,PANTALON,1,272,PUNTO DE ROMA #45028,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
786,15971,12/11/2010,LEGGINS,1,374,PUNTO DE ROMA #45028,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
787,16003,12/11/2010,SHORT,1,495,FLY FLEX,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
788,16025,12/11/2010,SHORT,1,360,CANVAS ST,640,26/11/2010,06/12/2010,20101126,20101206,N,S,N,0,N,,,,N,0.0,,N,0.0,N,S,ESPERAR AUTORIZACION,S,FALTA DE PAGO,N,N,
789,16011,12/11/2010,FALDA C/CINTO,1,360,CANVAS ST,640,26/11/2010,06/12/2010,20101126,20101206,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FALTA DE PAGO,N,N,
790,7003,22/11/2010,ABRIGO MANGA LARGA,1,150,WOOL #226,115,25/11/2010,05/12/2010,20101125,20101205,S,S,S,116,S,ALEJANDRO,,25/11/2010,S,116.0,,S,115.0,N,N,,N,,N,N,170.11
27,2918,23/11/2010,VESTIDO SIN MANGAS,1,202,POP RAYAS #15718,116,18/12/2010,28/12/2010,20101218,20101228,S,S,S,202,S,EDUARDO,,14/12/2010,S,202.0,,S,192.0,N,N,,N,,N,N,147.74
28,2918,23/11/2010,VESTIDO SIN MANGAS,1,180,POP RAYAS #15718,116,17/01/2011,27/01/2011,20110117,20110127,S,S,S,182,N,,,,S,182.0,,S,182.0,N,N,,N,,N,N,149.21
29,7495,23/11/2010,BLUSA MANGA CORTA,1,245,CUADRO SOHO #9,116,18/12/2010,28/12/2010,20101218,20101228,S,S,S,246,S,ANA ROSA,,16/12/2010,S,246.0,,S,246.0,N,N,,N,,N,N,96.77
30,7495,23/11/2010,BLUSA MANGA CORTA,1,200,CUADRO SOHO #9,116,17/01/2011,27/01/2011,20110117,20110127,S,S,S,218,S,ANA ROSA,,27/12/2010,S,218.0,,S,218.0,N,N,,N,,N,N,96.06
31,7401,24/11/2010,BLUSA C/TIRANTES,1,2299,POPELINA HILO,101,01/02/2011,11/02/2011,20110201,20110211,S,S,S,2301,S,ISRAEL,,29/11/2010,S,2301.0,,S,2285.0,N,N,,N,,N,N,72.30
32,7401,24/11/2010,BLUSA C/TIRANTES,1,101,POPELINA HILO,101,28/03/2011,08/04/2011,20110328,20110408,S,S,S,101,S,ISRAEL,,29/11/2010,S,88.0,,S,90.0,N,N,,N,,N,N,74.46
33,2997,24/11/2010,VESTIDO STRAPLE,1,2425,MEZCLILLA DEN-3215,101,01/02/2011,11/02/2011,20110201,20110211,S,S,S,2434,S,VARIOS,,01/12/2010,S,2425.0,,S,2425.0,N,N,,N,,N,N,136.22
34,2997,24/11/2010,VESTIDO STRAPLE,1,384,MEZCLILLA DEN-3215,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,384,S,FIDEL S,,01/12/2010,S,384.0,,S,383.0,N,N,DETENIDA X TELA,N,,N,N,141.29
35,7412,24/11/2010,BLUSA MANGA 3/4,1,165,MEZCLILLA RIGIDA,101,28/03/2011,08/04/2011,20110328,20110408,S,S,S,165,S,ISRAEL V.,,04/02/2011,S,165.0,,S,163.0,N,N,,N,,N,N,117.02
37,3004,24/11/2010,VESTIDO C/ESTOPEROL,1,1719,MEZCLILLA BONITA,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,1719,S,CAPILLA,,27/01/2011,S,1719.0,,S,1719.0,N,N,,N,,N,N,105.46
38,7412,24/11/2010,BLUSA MANGA 3/4,1,640,MEZCLILLA RIGIDA,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,694,S,ISRAEL V.,,04/02/2011,S,694.0,,S,694.0,N,N,,N,,N,N,111.84
39,7408,24/11/2010,BLUSON MANGA CORTA,1,698,RAYON NYLON #100226PS,101,01/03/2011,11/03/2011,20110301,20110311,S,S,S,698,S,ALEJANDRO F,,07/01/2011,S,698.0,,S,698.0,N,N,FALTRA DE TELA,N,,N,N,112.09
